Številka instance, Številka naloge, Status naloge, Ime koraka, Čas prejema, Čas začetka, Čas zaključka, Tip prejemnika, Prejemnik, Je nujno, Stranka ime, Stranka ulica, Stranka kraj, Stranka telefon, Stranka e-pošta, Znesek naročila, Znesek dostave, Znesek skupaj, Razdalja, Naročena pizza 1, Naročena pizza 2, Naročena pizza 3, Naročena pizza 4, Naročena pizza 5, Naročena pizza 6, Naročena pizza 7, Naročena pizza 8
378, 9, Zaključena, Zaključek, 12/01/2017 14:56:43, 12/01/2017 14:56:43, 12/01/2017 14:56:43, Sistem, , NE, Polona Kosi, GORJANČEVA ULICA 7, 1000 Ljubljana, 044 344 411, polona.kosi@pizza.si, 9.20, 0.00, 9.20, 0.52, MORSKA [pelati|sir|morski sadeži|tržaška omaka], , , , , , , 
394, 6, Zaključena, Pakiranje, 12/01/2017 14:56:44, 12/01/2017 15:13:12, 12/01/2017 15:15:57, Uporabnik, Peter Mlakar, NE, Dragana Hribar, PRUŠNIKOVA ULICA 75, 1000 Ljubljana, 044 310 170, dragana.hribar@pizza.si, 44.90, 0.00, 44.90, 7.42, Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], DRAVSKA [pelati|mozzarela|gobe|paradižnik|paprika|slanina], TARTUFATA [pelati|mozzarela|jurčki|tartufata|skuta], KRAŠKA [pelati|sir|pršut|tržaška omaka], , , , 
433, 5, Zaključena, Pakiranje, 12/01/2017 14:56:56, 12/01/2017 14:56:56, 12/01/2017 14:59:34, Uporabnik, Klemen Rudolf, DA, Amadej Furlan, ULICA MALČI BELIČEVE 41, 1000 Ljubljana, 044 448 629, amadej.furlan@pizza.si, 32.40, 2.00, 34.40, 6.55, BELUŠKA [mozzarela|beluši|jurčki|oliva], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], PRIMORSKA [pelati|sir|gobe|pršut|oliva], , , , , 
449, 4, Zaključena, Pečenje, 12/01/2017 14:56:57, 12/01/2017 15:27:17, 12/01/2017 15:33:17, Uporabnik, Boris Medved, NE, Marko Jenko, PODUTIŠKA CESTA 73, 1000 Ljubljana, 044 689 652, marko.jenko@pizza.si, 20.50, 0.00, 20.50, 3.21, SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], SICILJANA [pelati|mozzarela|paradižnik|bazilika], , , , , , 
472, 1, Zaključena, Naročilo, 12/01/2017 14:57:02, 12/01/2017 14:57:02, 12/01/2017 14:57:02, Uporabnik, Janez Novak, DA, Ljubo Mihelič, MENCINGERJEVA ULICA 3, 1000 Ljubljana, 044 325 114, ljubo.mihelic@pizza.si, 24.20, 2.00, 26.20, , PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], , , , , , 
472, 2, Zaključena, Priprava, 12/01/2017 14:57:02, 12/01/2017 14:57:02, 12/01/2017 14:57:59, Uporabnik, Klemen Rudolf, DA, Ljubo Mihelič, MENCINGERJEVA ULICA 3, 1000 Ljubljana, 044 325 114, ljubo.mihelic@pizza.si, 24.20, 2.00, 26.20, , PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], , , , , , 
473, 1, Zaključena, Naročilo, 12/01/2017 14:57:04, 12/01/2017 14:57:04, 12/01/2017 14:57:04, Uporabnik, Janez Novak, NE, Kristina Erjavec, ZALOŠKA CESTA 14, 1000 Ljubljana, 044 410 750, kristina.erjavec@pizza.si, 21.30, 0.00, 21.30, 2.89, SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], SICILJANA [pelati|mozzarela|paradižnik|bazilika], , , , , , 
473, 2, Zaključena, Počakaj, 12/01/2017 14:57:04, 12/01/2017 14:57:04, 12/01/2017 15:07:04, Sistem, , NE, Kristina Erjavec, ZALOŠKA CESTA 14, 1000 Ljubljana, 044 410 750, kristina.erjavec@pizza.si, 21.30, 0.00, 21.30, 2.89, SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], SICILJANA [pelati|mozzarela|paradižnik|bazilika], , , , , , 
448, 4, Zaključena, Pečenje, 12/01/2017 14:57:16, 12/01/2017 15:24:36, 12/01/2017 15:30:36, Uporabnik, Matej Straha, NE, Zorica Bizjak, POD BUKVAMI 11, 1000 Ljubljana, 044 607 475, zorica.bizjak@pizza.si, 11.00, 0.00, 11.00, 2.92, GOBJA [pelati|mozzarela|šampinjoni|jurčki], , , , , , , 
379, 5, Zaključena, Dodajanje sestavin, 12/01/2017 14:57:17, 12/01/2017 14:57:29, 12/01/2017 14:57:44, Uporabnik, Matjaž Jerman, NE, Primož Lešnik, IŽANSKA CESTA 121, 1000 Ljubljana, 044 604 133, primoz.lesnik@pizza.si, 35.60, 0.00, 35.60, 3.33, MORNAR [pelati|mozzarela|morski sadeži|dagnje], DOMAČA [pelati|sir|gobe|jajce|domača salama], MORNAR [pelati|mozzarela|morski sadeži|dagnje], , , , , 
460, 3, Zaključena, Uredi naročilo, 12/01/2017 14:57:24, 12/01/2017 14:57:24, 12/01/2017 14:57:56, Uporabnik, Janez Novak, NE, Nataša Kranjc, HRUŠEVSKA CESTA 90B, 1000 Ljubljana, 044 416 767, natasa.kranjc@pizza.si, 20.00, 0.00, 20.00, , Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], , , , , , 
454, 6, Zaključena, Hitra dostava, 12/01/2017 14:57:27, 12/01/2017 14:57:27, 12/01/2017 15:12:51, Sistem, , DA, Hilda Zalokar, SPODNJI RUDNIK II 50, 1000 Ljubljana, 044 873 588, hilda.zalokar@pizza.si, 21.40, 2.00, 23.40, 10.27, TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], , , , , , 
352, 10, Zaključena, Pakiranje, 12/01/2017 14:57:29, 12/01/2017 14:59:34, 12/01/2017 15:03:55, Uporabnik, Klemen Rudolf, NE, Mehmed Horvat, VRHOVCI CESTA XXVIII 1, 1000 Ljubljana, 044 833 984, mehmed.horvat@pizza.si, 66.20, 0.00, 66.20, , TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], ŠTAJERSKA [pelati|sir|gobe|kulen salama|pekoči feferoni], BELA [sir|šunka|gobe], BELA [sir|šunka|gobe], GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], , 
474, 1, Zaključena, Naročilo, 12/01/2017 14:57:34, 12/01/2017 14:57:34, 12/01/2017 14:57:34, Uporabnik, Berta Potočnik, NE, Leon Kobal, JAVORJEV DREVORED 17, 1000 Ljubljana, 044 40 395, leon.kobal@pizza.si, 20.80, 0.00, 20.80, 10.94, BELUŠKA [mozzarela|beluši|jurčki|oliva], HIŠNA [pelati|sir|šunka|gobe|oliva], , , , , , 
396, 6, Zaključena, Priprava, 12/01/2017 14:57:34, 12/01/2017 14:57:36, 12/01/2017 15:00:38, Uporabnik, Boštjan Kovačič, DA, Andrej Kokol, IŽANSKA CESTA 30, 1000 Ljubljana, 044 24 128, andrej.kokol@pizza.si, 59.80, 2.00, 61.80, 3.33, VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], MARGERITA [pelati|sir|oliva], HIŠNA NA ¼ [pelati|sir|šunka|gobe|artičoke], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], BELUŠKA [mozzarela|beluši|jurčki|oliva], SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], , 
474, 2, Zaključena, Počakaj, 12/01/2017 14:57:34, 12/01/2017 14:57:34, 12/01/2017 15:07:34, Sistem, , NE, Leon Kobal, JAVORJEV DREVORED 17, 1000 Ljubljana, 044 40 395, leon.kobal@pizza.si, 20.80, 0.00, 20.80, 10.94, BELUŠKA [mozzarela|beluši|jurčki|oliva], HIŠNA [pelati|sir|šunka|gobe|oliva], , , , , , 
392, 5, Zaključena, Pakiranje, 12/01/2017 14:57:36, 12/01/2017 14:57:36, 12/01/2017 14:58:30, Uporabnik, Luka Koren, NE, Žan Primožič, KRANJČEVA ULICA 10, 1000 Ljubljana, 044 889 984, zan.primozic@pizza.si, 16.70, 0.00, 16.70, , SICILJANA [pelati|mozzarela|paradižnik|bazilika], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , , , , 
471, 3, Zaključena, Pečenje, 12/01/2017 14:57:36, 12/01/2017 15:14:12, 12/01/2017 15:20:12, Uporabnik, Borut Erjavec, DA, Tilen Bergant, OB PRISTANU 3, 1000 Ljubljana, 044 36 963, tilen.bergant@pizza.si, 44.20, 2.00, 46.20, 1.00, TARTUFATA [pelati|mozzarela|jurčki|tartufata|skuta], DRAVSKA [pelati|mozzarela|gobe|paradižnik|paprika|slanina], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], TUNA [pelati|sir|tuna|čebula|kisla smetana], , , , 
379, 6, Zaključena, Pakiranje, 12/01/2017 14:57:44, 12/01/2017 14:57:44, 12/01/2017 15:00:00, Uporabnik, Simona Vodopivec, NE, Primož Lešnik, IŽANSKA CESTA 121, 1000 Ljubljana, 044 604 133, primoz.lesnik@pizza.si, 35.60, 0.00, 35.60, 3.33, MORNAR [pelati|mozzarela|morski sadeži|dagnje], DOMAČA [pelati|sir|gobe|jajce|domača salama], MORNAR [pelati|mozzarela|morski sadeži|dagnje], , , , , 
438, 5, Zaključena, Pakiranje, 12/01/2017 14:57:45, 12/01/2017 14:57:45, 12/01/2017 15:00:30, Uporabnik, Matej Pirc, NE, Patricija Bogataj, ILOVŠKI ŠTRADON 41A, 1000 Ljubljana, 044 808 435, patricija.bogataj@pizza.si, 32.30, 0.00, 32.30, 4.12, BELA [sir|šunka|gobe], LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], GOBJA [pelati|mozzarela|šampinjoni|jurčki], , , , , 
335, 11, Zaključena, Zaključek, 12/01/2017 14:57:56, 12/01/2017 14:57:56, 12/01/2017 14:57:56, Sistem, , DA, Andreja Medved, GERBIČEVA ULICA 39, 1000 Ljubljana, 044 490 621, andreja.medved@pizza.si, 44.10, 2.00, 46.10, 6.77, DOMAČA [pelati|sir|gobe|jajce|domača salama], PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], , , , 
460, 4, Zaključena, Priprava, 12/01/2017 14:57:56, 12/01/2017 14:57:56, 12/01/2017 14:58:54, Uporabnik, Katarina Jenko, NE, Nataša Kranjc, HRUŠEVSKA CESTA 90B, 1000 Ljubljana, 044 416 767, natasa.kranjc@pizza.si, 20.00, 0.00, 20.00, , Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], , , , , , 
475, 1, Zaključena, Naročilo, 12/01/2017 14:57:59, 12/01/2017 14:57:59, 12/01/2017 14:57:59, Uporabnik, Berta Potočnik, NE, Barbara Zupančič, TOPNIŠKA ULICA 35B, 1000 Ljubljana, 044 723 172, barbara.zupancic@pizza.si, 13.30, 0.00, 13.30, 10.20, RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], , , , , , , 
472, 3, Zaključena, Pečenje, 12/01/2017 14:57:59, 12/01/2017 15:30:17, 12/01/2017 15:36:17, Uporabnik, Boris Medved, DA, Ljubo Mihelič, MENCINGERJEVA ULICA 3, 1000 Ljubljana, 044 325 114, ljubo.mihelic@pizza.si, 24.20, 2.00, 26.20, , PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], , , , , , 
475, 2, Zaključena, Počakaj, 12/01/2017 14:57:59, 12/01/2017 14:57:59, 12/01/2017 15:07:59, Sistem, , NE, Barbara Zupančič, TOPNIŠKA ULICA 35B, 1000 Ljubljana, 044 723 172, barbara.zupancic@pizza.si, 13.30, 0.00, 13.30, 10.20, RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], , , , , , , 
411, 5, Zaključena, Dodajanje sestavin, 12/01/2017 14:58:02, 12/01/2017 14:58:02, 12/01/2017 14:58:47, Uporabnik, Matjaž Jerman, NE, Zdravko Kobal, ROŽNA DOLINA CESTA VIII 26A, 1000 Ljubljana, 044 873 869, zdravko.kobal@pizza.si, 22.80, 0.00, 22.80, 0.40, PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], , , , , , 
476, 1, Zaključena, Naročilo, 12/01/2017 14:58:05, 12/01/2017 14:58:05, 12/01/2017 14:58:05, Uporabnik, Janez Novak, NE, Vilma Žibert, POT NA MOST 3, 1000 Ljubljana, 044 517 753, vilma.zibert@pizza.si, 21.20, 0.00, 21.20, , GOBJA [pelati|mozzarela|šampinjoni|jurčki], KRAŠKA [pelati|sir|pršut|tržaška omaka], , , , , , 
476, 2, Zaključena, Počakaj, 12/01/2017 14:58:05, 12/01/2017 14:58:05, 12/01/2017 15:08:05, Sistem, , NE, Vilma Žibert, POT NA MOST 3, 1000 Ljubljana, 044 517 753, vilma.zibert@pizza.si, 21.20, 0.00, 21.20, , GOBJA [pelati|mozzarela|šampinjoni|jurčki], KRAŠKA [pelati|sir|pršut|tržaška omaka], , , , , , 
477, 1, Zaključena, Naročilo, 12/01/2017 14:58:12, 12/01/2017 14:58:12, 12/01/2017 14:58:12, Uporabnik, Janez Novak, DA, Tomo Janežič, ULICA AKTIVISTOV 7, 1000 Ljubljana, 044 980 328, tomo.janezic@pizza.si, 10.70, 2.00, 12.70, 11.30, PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], , , , , , , 
477, 2, Zaključena, Priprava, 12/01/2017 14:58:12, 12/01/2017 14:58:12, 12/01/2017 14:58:39, Uporabnik, Klemen Rudolf, DA, Tomo Janežič, ULICA AKTIVISTOV 7, 1000 Ljubljana, 044 980 328, tomo.janezic@pizza.si, 10.70, 2.00, 12.70, 11.30, PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], , , , , , , 
478, 1, Zaključena, Naročilo, 12/01/2017 14:58:16, 12/01/2017 14:58:16, 12/01/2017 14:58:16, Uporabnik, Berta Potočnik, NE, Mario Mrak, ŠMARTINSKA CESTA 102, 1000 Ljubljana, 044 736 506, mario.mrak@pizza.si, 33.10, 0.00, 33.10, 5.26, TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], TARTUFATA [pelati|mozzarela|jurčki|tartufata|skuta], , , , , 
478, 2, Zaključena, Počakaj, 12/01/2017 14:58:16, 12/01/2017 14:58:16, 12/01/2017 15:08:16, Sistem, , NE, Mario Mrak, ŠMARTINSKA CESTA 102, 1000 Ljubljana, 044 736 506, mario.mrak@pizza.si, 33.10, 0.00, 33.10, 5.26, TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], TARTUFATA [pelati|mozzarela|jurčki|tartufata|skuta], , , , , 
374, 8, Zaključena, Zaključek, 12/01/2017 14:58:28, 12/01/2017 14:58:28, 12/01/2017 14:58:28, Sistem, , NE, Nikolaj Lešnik, REDELONGHIJEVA ULICA 10, 1000 Ljubljana, 044 66 090, nikolaj.lesnik@pizza.si, 27.50, 0.00, 27.50, 7.48, JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], MARGERITA [pelati|sir|oliva], , , , , 
387, 5, Zaključena, Dodajanje sestavin, 12/01/2017 14:58:29, 12/01/2017 14:58:29, 12/01/2017 14:58:44, Uporabnik, Primož Blažič, NE, Safet Hribar, DUNAJSKA CESTA 7, 1000 Ljubljana, 044 746 057, safet.hribar@pizza.si, 22.40, 0.00, 22.40, 5.96, LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], MEXICO [mozzarela|pelati|feferoni|rdeča salsa|gobe|pečena kulen salama], , , , , , 
392, 6, Zaključena, Osebni prevzem, 12/01/2017 14:58:30, 12/01/2017 14:58:30, 12/01/2017 14:58:30, Sistem, , NE, Žan Primožič, KRANJČEVA ULICA 10, 1000 Ljubljana, 044 889 984, zan.primozic@pizza.si, 16.70, 0.00, 16.70, , SICILJANA [pelati|mozzarela|paradižnik|bazilika], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , , , , 
392, 7, Zaključena, Zaključek, 12/01/2017 14:58:30, 12/01/2017 14:58:30, 12/01/2017 14:58:30, Sistem, , NE, Žan Primožič, KRANJČEVA ULICA 10, 1000 Ljubljana, 044 889 984, zan.primozic@pizza.si, 16.70, 0.00, 16.70, , SICILJANA [pelati|mozzarela|paradižnik|bazilika], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , , , , 
477, 3, Zaključena, Pečenje, 12/01/2017 14:58:39, 12/01/2017 15:14:26, 12/01/2017 15:20:26, Uporabnik, Jure Klančar, DA, Tomo Janežič, ULICA AKTIVISTOV 7, 1000 Ljubljana, 044 980 328, tomo.janezic@pizza.si, 10.70, 2.00, 12.70, 11.30, PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], , , , , , , 
455, 3, Zaključena, Priprava, 12/01/2017 14:58:40, 12/01/2017 14:58:40, 12/01/2017 14:59:47, Uporabnik, Simona Vodopivec, NE, Nada Likar, HUDOVERNIKOVA ULICA 4, 1000 Ljubljana, 044 808 376, nada.likar@pizza.si, 19.30, 0.00, 19.30, 2.11, PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , , , , 
479, 1, Zaključena, Naročilo, 12/01/2017 14:58:42, 12/01/2017 14:58:42, 12/01/2017 14:58:42, Uporabnik, Janez Novak, DA, Karmen Rutar, ILEŠIČEVA ULICA 17, 1000 Ljubljana, 044 68 724, karmen.rutar@pizza.si, 39.30, 2.00, 41.30, 4.89, VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], POSEBNA [pelati|sir|šunka|beluši|kapre|artičoke], ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], , , , 
479, 2, Zaključena, Priprava, 12/01/2017 14:58:42, 12/01/2017 14:58:42, 12/01/2017 15:00:35, Uporabnik, Peter Mlakar, DA, Karmen Rutar, ILEŠIČEVA ULICA 17, 1000 Ljubljana, 044 68 724, karmen.rutar@pizza.si, 39.30, 2.00, 41.30, 4.89, VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], POSEBNA [pelati|sir|šunka|beluši|kapre|artičoke], ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], , , , 
387, 6, Zaključena, Pakiranje, 12/01/2017 14:58:44, 12/01/2017 15:03:55, 12/01/2017 15:05:10, Uporabnik, Klemen Rudolf, NE, Safet Hribar, DUNAJSKA CESTA 7, 1000 Ljubljana, 044 746 057, safet.hribar@pizza.si, 22.40, 0.00, 22.40, 5.96, LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], MEXICO [mozzarela|pelati|feferoni|rdeča salsa|gobe|pečena kulen salama], , , , , , 
411, 6, Zaključena, Pakiranje, 12/01/2017 14:58:47, 12/01/2017 15:05:10, 12/01/2017 15:06:43, Uporabnik, Klemen Rudolf, NE, Zdravko Kobal, ROŽNA DOLINA CESTA VIII 26A, 1000 Ljubljana, 044 873 869, zdravko.kobal@pizza.si, 22.80, 0.00, 22.80, 0.40, PIZZA Z DAGNJAMI [pelati|mozzarela|dagnje|tržaška omaka], PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], , , , , , 
480, 1, Zaključena, Naročilo, 12/01/2017 14:58:54, 12/01/2017 14:58:54, 12/01/2017 14:58:54, Uporabnik, Janez Novak, NE, Albert Golob, VZAJEMNA ULICA 15, 1000 Ljubljana, 044 713 226, albert.golob@pizza.si, 12.60, 0.00, 12.60, 2.40, SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], , , , , , , 
460, 5, Zaključena, Pečenje, 12/01/2017 14:58:54, 12/01/2017 15:06:45, 12/01/2017 15:12:45, Uporabnik, Jan Solina, NE, Nataša Kranjc, HRUŠEVSKA CESTA 90B, 1000 Ljubljana, 044 416 767, natasa.kranjc@pizza.si, 20.00, 0.00, 20.00, , Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], , , , , , 
480, 2, Zaključena, Počakaj, 12/01/2017 14:58:54, 12/01/2017 14:58:54, 12/01/2017 15:08:54, Sistem, , NE, Albert Golob, VZAJEMNA ULICA 15, 1000 Ljubljana, 044 713 226, albert.golob@pizza.si, 12.60, 0.00, 12.60, 2.40, SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], , , , , , , 
457, 3, Zaključena, Uredi naročilo, 12/01/2017 14:58:56, 12/01/2017 14:58:56, 12/01/2017 14:59:32, Uporabnik, Berta Potočnik, NE, Slobodan Kokol, POD TOPOLI 43, 1000 Ljubljana, 044 865 342, slobodan.kokol@pizza.si, 19.20, 0.00, 19.20, 0.90, KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], , , , , , 
418, 6, Zaključena, Dodajanje sestavin, 12/01/2017 14:59:12, 12/01/2017 14:59:12, 12/01/2017 14:59:27, Uporabnik, Matjaž Jerman, NE, Vanja Zupančič, TREBINJSKA ULICA 3, 1000 Ljubljana, 044 907 697, vanja.zupancic@pizza.si, 31.10, 0.00, 31.10, , LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , 
481, 1, Zaključena, Naročilo, 12/01/2017 14:59:17, 12/01/2017 14:59:32, 12/01/2017 14:59:32, Uporabnik, Berta Potočnik, DA, Ivica Zorko, GORJUPOVA ULICA 10, 1000 Ljubljana, 044 92 928, ivica.zorko@pizza.si, 23.80, 2.00, 25.80, 2.80, KRANJSKA PIZZA [pelati|sir|slanina|domača klobasa|gobe|koruza], MORNAR [pelati|mozzarela|morski sadeži|dagnje], , , , , , 
482, 1, Zaključena, Naročilo, 12/01/2017 14:59:23, 12/01/2017 14:59:32, 12/01/2017 14:59:32, Uporabnik, Berta Potočnik, NE, Nives Vodopivec, LITIJSKA CESTA 277, 1000 Ljubljana, 044 382 699, nives.vodopivec@pizza.si, 50.20, 0.00, 50.20, 6.46, MOZZARELINA [pelati|mozzarela|domača šunka|gobe|oliva], LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], HIŠNA [pelati|sir|šunka|gobe|oliva], MARGERITA [pelati|sir|oliva], , , 
424, 5, Zaključena, Dodajanje sestavin, 12/01/2017 14:59:26, 12/01/2017 14:59:26, 12/01/2017 14:59:56, Uporabnik, Primož Blažič, NE, Sebastjan Bergant, ZALOŠKA CESTA 218G, 1000 Ljubljana, 044 736 806, sebastjan.bergant@pizza.si, 20.80, 0.00, 20.80, , ZIMSKA PIZZA [pelati|sir|slanina|hrenovka|kisla smetana], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], , , , , , 
418, 7, Zaključena, Pakiranje, 12/01/2017 14:59:27, 12/01/2017 14:59:27, 12/01/2017 15:01:25, Uporabnik, Štefan Dolenc, NE, Vanja Zupančič, TREBINJSKA ULICA 3, 1000 Ljubljana, 044 907 697, vanja.zupancic@pizza.si, 31.10, 0.00, 31.10, , LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , 
483, 1, Zaključena, Naročilo, 12/01/2017 14:59:29, 12/01/2017 14:59:32, 12/01/2017 14:59:32, Uporabnik, Berta Potočnik, DA, Rok Bajc, ULICA JANA HUSA 80, 1000 Ljubljana, 044 872 470, rok.bajc@pizza.si, 47.80, 2.00, 49.80, 3.57, KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], KRAŠKA [pelati|sir|pršut|tržaška omaka], , , , 
457, 4, Zaključena, Priprava, 12/01/2017 14:59:32, 12/01/2017 15:00:35, 12/01/2017 15:01:30, Uporabnik, Peter Mlakar, NE, Slobodan Kokol, POD TOPOLI 43, 1000 Ljubljana, 044 865 342, slobodan.kokol@pizza.si, 19.20, 0.00, 19.20, 0.90, KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], , , , , , 
481, 2, Zaključena, Priprava, 12/01/2017 14:59:32, 12/01/2017 14:59:32, 12/01/2017 15:00:28, Uporabnik, Katarina Jenko, DA, Ivica Zorko, GORJUPOVA ULICA 10, 1000 Ljubljana, 044 92 928, ivica.zorko@pizza.si, 23.80, 2.00, 25.80, 2.80, KRANJSKA PIZZA [pelati|sir|slanina|domača klobasa|gobe|koruza], MORNAR [pelati|mozzarela|morski sadeži|dagnje], , , , , , 
482, 2, Zaključena, Počakaj, 12/01/2017 14:59:32, 12/01/2017 14:59:32, 12/01/2017 15:09:32, Sistem, , NE, Nives Vodopivec, LITIJSKA CESTA 277, 1000 Ljubljana, 044 382 699, nives.vodopivec@pizza.si, 50.20, 0.00, 50.20, 6.46, MOZZARELINA [pelati|mozzarela|domača šunka|gobe|oliva], LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], HIŠNA [pelati|sir|šunka|gobe|oliva], MARGERITA [pelati|sir|oliva], , , 
483, 2, Zaključena, Priprava, 12/01/2017 14:59:32, 12/01/2017 15:01:30, 12/01/2017 15:03:28, Uporabnik, Peter Mlakar, DA, Rok Bajc, ULICA JANA HUSA 80, 1000 Ljubljana, 044 872 470, rok.bajc@pizza.si, 47.80, 2.00, 49.80, 3.57, KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], KRAŠKA [pelati|sir|pršut|tržaška omaka], , , , 
